,instock,title,url,comment_amount,rating,price
70,True,Samsung Galaxy S20 Plus 128 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-s20-plus-128-gb-samsung-turkiye-garantili-p-HBV00000QW67F,173.0,5.0,7899.9
77,True,Samsung Galaxy Grand Prime Plus G532 (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-grand-prime-plus-g532-samsung-turkiye-garantili-p-HBV000001YEI3,225.0,4.0,1499.99
78,True,Xiaomi Redmi 8 32 GB (Xiaomi Turkiye Garantili),https://hepsiburada.com/xiaomi-redmi-8-32-gb-xiaomi-turkiye-garantili-p-HBV00000OGLES,547.0,5.0,2215.0
86,True,Huawei P20 Lite 64 GB (Ithalatci Garantili),https://hepsiburada.com/huawei-p20-lite-64-gb-ithalatci-garantili-p-HBV00000BFPSU,446.0,4.0,2199.99
89,True,Oppo A5s 32 GB (Oppo Turkiye Garantili),https://hepsiburada.com/oppo-a5s-32-gb-oppo-turkiye-garantili-p-HBV00000NRZM2,204.0,5.0,2135.0
93,True,Samsung Galaxy M20 32 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-m20-32-gb-samsung-turkiye-garantili-p-HBV00000HBKG6,2660.0,5.0,2384.0
95,True,Huawei P30 Lite 64 GB (Huawei Turkiye Garantili),https://hepsiburada.com/huawei-p30-lite-64-gb-huawei-turkiye-garantili-p-HBV00000PWOET,151.0,5.0,2639.0
98,True,Xiaomi Redmi 7A 32 GB (Xiaomi Turkiye Garantili),https://hepsiburada.com/xiaomi-redmi-7a-32-gb-xiaomi-turkiye-garantili-p-HBV00000MKITM,444.0,5.0,1949.0
99,True,Oppo A9 2020 128 GB (Oppo Turkiye Garantili),https://hepsiburada.com/oppo-a9-2020-128-gb-oppo-turkiye-garantili-p-HBV00000NS6N4,219.0,5.0,2850.0
100,True,Huawei Y9 Prime 2019 128 GB (Huawei Turkiye Garantili),https://hepsiburada.com/huawei-y9-prime-2019-128-gb-huawei-turkiye-garantili-p-HBV00000MK44S,142.0,5.0,2588.0
102,True,Oppo A5 2020 64 GB (Oppo Turkiye Garantili),https://hepsiburada.com/oppo-a5-2020-64-gb-oppo-turkiye-garantili-p-HBV00000NS6N1,219.0,5.0,2487.0
105,True,Huawei P Smart 2019 64 GB (Huawei Turkiye Garantili),https://hepsiburada.com/huawei-p-smart-2019-64-gb-huawei-turkiye-garantili-p-HBV00000GPCY3,889.0,5.0,2539.0
107,True,Samsung Galaxy A10s 32 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-a10s-32-gb-samsung-turkiye-garantili-p-HBV00000NBYGN,434.0,5.0,2297.0
109,True,Xiaomi Redmi Note 8 128 GB (Xiaomi Turkiye Garantili),https://hepsiburada.com/xiaomi-redmi-note-8-128-gb-xiaomi-turkiye-garantili-p-HBV00000NSBXR,827.0,5.0,2949.91
113,True,Samsung Galaxy S7 Edge (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-s7-edge-samsung-turkiye-garantili-p-TELCEPSAMS7E32-GD,634.0,5.0,2999.99
114,True,Samsung Galaxy A30s 64 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-a30s-64-gb-samsung-turkiye-garantili-p-HBV00000NIK38,337.0,5.0,2790.0
117,True,Xiaomi Redmi Note 8 Pro 64 GB (Ithalatci Garantili),https://hepsiburada.com/xiaomi-redmi-note-8-pro-64-gb-ithalatci-garantili-p-HBV00000NOORH,107.0,4.0,3550.0
119,True,Huawei Y6 2019 32 GB (Huawei Turkiye Garantili),https://hepsiburada.com/huawei-y6-2019-32-gb-huawei-turkiye-garantili-p-HBV00000J2NXW,438.0,5.0,1999.48
121,True,Xiaomi Mi 10 256 GB 5G (Xiaomi Turkiye Garantili),https://hepsiburada.com/xiaomi-mi-10-256-gb-5g-xiaomi-turkiye-garantili-p-HBV00000SKNNQ,112.0,4.0,8499.0
124,True,Samsung Galaxy Note 10 256 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-note-10-256-gb-samsung-turkiye-garantili-p-HBV00000M2S97,268.0,5.0,7099.0
125,True,iPhone 7 128 GB,https://hepsiburada.com/iphone-7-128-gb-p-HBV0000012S8J,332.0,5.0,4399.9
126,True,Samsung Galaxy A3 2017 (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-a3-2017-samsung-turkiye-garantili-p-HBV000002XUAA,130.0,5.0,2099.99
127,True,Samsung Galaxy A2 Core 16 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-a2-core-16-gb-samsung-turkiye-garantili-p-HBV00000KXK4P,199.0,5.0,1947.0
128,True,Oppo Realme C2 64 GB (Realme Turkiye Garantili),https://hepsiburada.com/oppo-realme-c2-64-gb-realme-turkiye-garantili-p-HBV00000Q7I2N,166.0,5.0,2128.0
130,True,Oppo Realme 6i 128 GB (Realme Turkiye Garantili),https://hepsiburada.com/oppo-realme-6i-128-gb-realme-turkiye-garantili-p-HBV00000SKUMI,206.0,5.0,2699.0
132,True,Samsung Galaxy A70 2019 128 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-a70-2019-128-gb-samsung-turkiye-garantili-p-HBV00000JGNUG,1165.0,5.0,3725.0
136,True,Xiaomi Mi Note 10 128 GB (Xiaomi Turkiye Garantili),https://hepsiburada.com/xiaomi-mi-note-10-128-gb-xiaomi-turkiye-garantili-p-HBV00000P3RNS,128.0,4.0,5685.0
143,True,Vestel Venus E5 32 GB (Vestel Garantili),https://hepsiburada.com/vestel-venus-e5-32-gb-vestel-garantili-p-HBV00000Q7I3P,118.0,5.0,1899.0
144,True,Huawei Y7 2019 Dual Sim 32 GB (Huawei Turkiye Garantili),https://hepsiburada.com/huawei-y7-2019-dual-sim-32-gb-huawei-turkiye-garantili-p-HBV00000IF4OQ,156.0,5.0,2259.0
150,True,Samsung Galaxy A9 2018 128 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-a9-2018-128-gb-samsung-turkiye-garantili-p-HBV00000F8REP,617.0,5.0,3249.0
