instock,title,url,comment_amount,rating,price
True,Yenilenmis Apple iPhone 6S 32 GB (12 Ay Garantili),https://hepsiburada.com/yenilenmis-apple-iphone-6s-32-gb-12-ay-garantili-p-HBV00000A3QXN,25,4.0,1825.0,
True,Huawei Y6 2019 32 GB (Huawei Turkiye Garantili),https://hepsiburada.com/huawei-y6-2019-32-gb-huawei-turkiye-garantili-p-HBV00000J2NXW,438,5.0,1999.48,
True,Samsung Galaxy S20 FE 128 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-s20-fe-128-gb-samsung-turkiye-garantili-p-HBV00000XJSU6,5,4.0,6199.0,
True,Xiaomi Mi 10 256 GB 5G (Xiaomi Turkiye Garantili),https://hepsiburada.com/xiaomi-mi-10-256-gb-5g-xiaomi-turkiye-garantili-p-HBV00000SKNNQ,112,4.0,8499.0,
True,Xiaomi Redmi Note 7 128 GB (Ithalatci Garantili),https://hepsiburada.com/xiaomi-redmi-note-7-128-gb-ithalatci-garantili-p-HBV00000JGNRP,42,5.0,2499.99,
True,Yenilenmis Apple iPhone 6 16 GB (12 Ay Garantili),https://hepsiburada.com/yenilenmis-apple-iphone-6-16-gb-12-ay-garantili-p-HBV0000079GII,49,4.0,1319.0,
True,Samsung Galaxy Note 10 256 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-note-10-256-gb-samsung-turkiye-garantili-p-HBV00000M2S97,268,5.0,7099.0,
True,iPhone 7 128 GB,https://hepsiburada.com/iphone-7-128-gb-p-HBV0000012S8J,332,5.0,4399.9,
True,Samsung Galaxy A3 2017 (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-a3-2017-samsung-turkiye-garantili-p-HBV000002XUAA,130,5.0,2099.99,
True,Samsung Galaxy A2 Core 16 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-a2-core-16-gb-samsung-turkiye-garantili-p-HBV00000KXK4P,199,5.0,1947.0,
True,Oppo Realme C2 64 GB (Realme Turkiye Garantili),https://hepsiburada.com/oppo-realme-c2-64-gb-realme-turkiye-garantili-p-HBV00000Q7I2N,166,5.0,2128.0,
True,Huawei Y6p 64 GB (Huawei Turkiye Garantili),https://hepsiburada.com/huawei-y6p-64-gb-huawei-turkiye-garantili-p-HBV00000UPE06,5,4.0,2333.0,
True,Oppo Realme 6i 128 GB (Realme Turkiye Garantili),https://hepsiburada.com/oppo-realme-6i-128-gb-realme-turkiye-garantili-p-HBV00000SKUMI,206,5.0,2699.0,
True,iPhone 11 Pro Max 512 GB,https://hepsiburada.com/iphone-11-pro-max-512-gb-p-HBV00000NSB73,32,5.0,15998.99,
True,Samsung Galaxy A70 2019 128 GB (Samsung Turkiye Garantili),https://hepsiburada.com/samsung-galaxy-a70-2019-128-gb-samsung-turkiye-garantili-p-HBV00000JGNUG,1165,5.0,3725.0,
True,Oppo Realme C11 32 GB (Realme Turkiye Garantili),https://hepsiburada.com/oppo-realme-c11-32-gb-realme-turkiye-garantili-p-HBV00000YE9Z6,0,-1,1998.0,
True,Yenilenmis Apple iPhone 6S Plus 64 GB (12 Ay Garantili),https://hepsiburada.com/yenilenmis-apple-iphone-6s-plus-64-gb-12-ay-garantili-p-HBV00000878VJ,16,5.0,2999.0,
True,Oppo Realme C3i 32 GB (Realme Turkiye Garantili),https://hepsiburada.com/oppo-realme-c3i-32-gb-realme-turkiye-garantili-p-HBV00000WGAOB,1,4.0,1999.0,
True,Xiaomi Mi Note 10 128 GB (Xiaomi Turkiye Garantili),https://hepsiburada.com/xiaomi-mi-note-10-128-gb-xiaomi-turkiye-garantili-p-HBV00000P3RNS,128,4.0,5685.0,
True,TCL 10L 64 GB (TCL Turkiye Garantili),https://hepsiburada.com/tcl-10l-64-gb-tcl-turkiye-garantili-p-HBV00000TCE67,12,5.0,2349.0,
True,Oppo Reno 3 Pro 256 GB (Oppo Turkiye Garantili),https://hepsiburada.com/oppo-reno-3-pro-256-gb-oppo-turkiye-garantili-p-HBV00000TCE40,44,4.0,6160.0,
True,iPhone 11 Pro Max 256 GB,https://hepsiburada.com/iphone-11-pro-max-256-gb-p-HBV00000NSB6Y,59,5.0,14582.61,
True,Casper Via E3 32 GB,https://hepsiburada.com/casper-via-e3-32-gb-p-HBV00000M9EEG,56,5.0,1899.0,
